engine,max_power,mileage,km_driven
2696.0,184.0,11.18,200000
1396.0,53.5,17.2,110000
1199.0,84.0,23.84,38000
1199.0,84.0,23.84,35000
998.0,67.04,20.51,70000
,,,125000
1461.0,78.0,21.8,120000
1461.0,108.45,19.01,110000
1248.0,75.0,18.4,140000
2179.0,120.0,11.79,155000
,,,120000
1461.0,63.1,23.08,80000
2523.0,63.0,13.6,120000
998.0,67.1,18.9,80000
1498.0,99.0,25.83,110000
1396.0,70.0,23.57,230000
1396.0,52.8,17.88,172000
1197.0,81.83,18.6,25000
1498.0,98.96,23.0,35000
2179.0,120.0,12.05,126000
1498.0,98.6,25.5,30000
1086.0,68.05,19.81,97000
1582.0,126.2,19.08,120000
1582.0,126.32,23.9,120000
2498.0,105.0,16.55,80000
1248.0,73.9,19.3,60000
1197.0,81.8,21.21,15000
1086.0,68.05,19.81,60000
1498.0,98.6,25.1,60000
1248.0,74.0,22.9,90000
1197.0,82.0,19.1,30000
1197.0,81.83,18.6,35000
1248.0,74.0,26.59,35000
1248.0,74.0,26.59,35000
2179.0,140.0,16.0,25000
1498.0,108.62,21.66,40000
1582.0,126.2,19.67,25000
2993.0,241.0,11.2,56000
1197.0,81.8,21.21,41779
1199.0,88.7,18.7,54000
2143.0,204.0,13.0,31000
1248.0,74.0,26.8,37000
1991.0,147.9,18.1,90000
1798.0,138.03,14.28,13534
1794.0,138.1,14.53,7000
2143.0,136.0,17.9,23000
1197.0,82.0,18.9,23456
2755.0,171.5,11.36,43000
2179.0,140.0,16.0,39000
1199.0,88.7,17.5,15000
1248.0,74.0,23.4,40000
1493.0,113.4,17.8,5000
1248.0,88.5,28.09,70000
1498.0,103.52,21.66,99000
1197.0,81.8,22.0,15000
2993.0,261.4,17.09,28156
1199.0,88.7,18.7,30000
1199.0,79.4,18.6,70000
1197.0,85.8,19.1,40000
2609.0,120.0,12.7,136500
1198.0,77.0,25.32,70000
1498.0,98.6,25.1,90000
796.0,37.0,16.1,32000
998.0,67.0,20.51,8000
1364.0,67.04,23.59,170000
796.0,47.3,22.74,25000
1948.0,68.0,12.2,120000
1248.0,75.0,17.8,110000
2179.0,140.0,16.0,100000
1399.0,68.0,13.8,115000
2609.0,120.0,12.7,120000
1199.0,75.0,20.86,265000
1248.0,75.0,17.8,90000
1199.0,88.7,18.2,40000
1599.0,103.2,13.9,55000
796.0,46.3,19.7,90000
1498.0,103.2,20.34,111000
2498.0,112.0,11.68,120000
1197.0,83.1,21.4,15000
796.0,47.3,22.74,30000
998.0,67.05,23.95,50000
1582.0,126.2,19.67,40000
1396.0,70.0,15.3,50000
1199.0,84.0,23.84,45000
1047.0,69.0,27.28,35000
2179.0,138.0,13.93,80000
2498.0,112.0,11.68,120000
2179.0,140.0,15.1,90000
1493.0,70.0,16.5,100000
1248.0,73.9,19.3,120000
1591.0,121.3,15.8,15000
796.0,47.3,24.7,15000
1197.0,81.8,21.21,15000
1498.0,99.0,25.83,70000
1498.0,98.59,22.77,135000
1598.0,103.5,20.5,80000
1991.0,147.9,18.1,80000
1197.0,81.83,18.6,19000
1591.0,121.3,15.29,42000
998.0,67.1,18.9,77000
1248.0,73.94,23.2,120000
1197.0,81.8,19.56,10000
995.0,63.0,16.5,110000
1586.0,104.68,15.0,110000
1396.0,70.0,23.57,90000
1591.0,121.3,15.29,90000
1396.0,88.73,22.54,50000
936.0,56.3,25.44,50000
796.0,47.3,22.74,40000
1248.0,74.0,22.3,120000
1591.0,121.3,15.8,27000
1396.0,70.0,23.57,100000
1396.0,88.73,22.54,70000
1199.0,84.0,23.84,40000
796.0,37.0,16.1,62000
1591.0,121.3,17.0,10000
1498.0,98.6,25.1,160000
1197.0,80.0,17.0,60000
2523.0,63.0,13.6,110000
998.0,67.1,18.9,60000
2498.0,112.0,11.68,78000
1086.0,68.0,20.3,30000
1498.0,98.96,23.0,20000
1197.0,81.8,22.0,21000
1248.0,74.0,22.9,70000
1197.0,82.0,18.9,70000
796.0,46.3,19.7,42500
1197.0,78.9,20.36,25000
2197.0,138.1,13.7,80000
2609.0,116.6,12.7,90000
1199.0,73.9,22.07,80000
2523.0,62.1,15.96,146000
796.0,37.0,16.1,47200
2179.0,152.87,15.1,60000
2179.0,152.87,15.1,60000
1193.0,65.3,15.3,100000
2499.0,80.0,14.8,100000
1197.0,81.83,18.6,35000
2956.0,83.8,15.3,120000
1794.0,132.0,12.5,80000
999.0,67.0,23.01,34000
1461.0,83.8,19.87,50000
1405.0,70.0,19.61,100000
1599.0,103.2,13.9,52000
1248.0,88.76,20.77,110000
1197.0,81.83,18.6,70000
2523.0,83.0,14.0,120000
1498.0,89.84,22.7,68609
1498.0,98.59,22.77,33360
1497.0,121.0,17.3,5000
2999.0,174.57,13.8,10000
1497.0,108.5,21.5,35000
1498.0,98.96,23.0,30000
1194.0,94.93,20.4,15000
1498.0,104.55,14.23,14317
1198.0,67.0,20.63,5000
1497.0,117.6,18.0,5000
1497.0,117.3,17.8,28000
1498.0,98.96,23.0,40000
1399.0,68.05,20.0,87237
1991.0,147.9,11.5,99500
1498.0,99.0,25.83,62960
1451.0,141.0,13.96,16500
1248.0,88.76,20.77,110000
1248.0,74.0,22.9,72000
1248.0,74.02,28.4,50000
1599.0,103.2,13.9,55000
1248.0,74.0,27.39,60000
2956.0,83.1,14.07,120000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1998.0,68.0,14.8,100000
,,,120000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1498.0,89.75,25.01,80000
1120.0,71.0,24.4,120000
1197.0,81.8,20.89,30000
1405.0,70.0,19.1,110000
2494.0,102.0,12.8,219000
796.0,47.3,24.7,80000
1248.0,88.5,28.09,80000
1197.0,83.14,20.85,35000
1248.0,88.8,22.3,167000
1582.0,126.2,19.67,94000
1086.0,62.1,17.92,80000
796.0,37.0,16.1,100000
1299.0,70.0,13.8,90000
2494.0,100.0,12.99,246000
1197.0,83.1,21.4,10000
1405.0,69.01,19.09,90000
1199.0,83.81,20.3,5200
993.0,60.0,17.3,120000
1248.0,74.0,22.9,90000
1497.0,117.3,18.0,50000
1197.0,81.86,18.9,5000
1198.0,82.0,18.15,10500
1461.0,108.45,19.6,26000
2179.0,120.0,11.79,139000
2179.0,140.0,15.1,60000
1796.0,178.0,11.7,40000
1499.0,110.4,15.85,25000
1798.0,138.0,14.53,60000
1499.0,110.4,15.85,25000
1298.0,85.8,17.5,15000
1248.0,73.9,19.3,110000
,,,70000
1248.0,73.9,19.3,100000
1086.0,63.0,17.8,120000
1781.0,163.2,12.3,55000
1586.0,104.68,15.0,120000
1061.0,64.0,18.2,35000
796.0,47.3,24.7,13000
1248.0,74.0,26.59,50000
1197.0,78.9,20.36,40000
1197.0,81.86,17.19,25000
1196.0,73.0,15.37,110000
1197.0,88.5,23.87,5000
796.0,37.0,16.1,50000
1197.0,82.0,18.9,80000
2494.0,100.0,12.99,225000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1061.0,64.0,17.3,100000
1086.0,68.05,19.81,93331
2179.0,115.0,13.5,120000
1461.0,108.5,19.01,70000
2523.0,63.0,15.96,100000
1493.0,82.0,13.1,90000
1497.0,117.3,17.8,28000
1248.0,74.02,28.4,50000
1248.0,88.8,20.77,90000
1396.0,88.7,24.8,40000
1498.0,99.0,25.83,113000
1248.0,75.0,17.8,188000
1399.0,68.0,20.0,100000
1948.0,90.0,14.0,225000
1493.0,100.0,18.49,67000
936.0,57.6,25.44,70000
1798.0,138.03,14.28,50000
2179.0,187.7,16.36,60000
1498.0,108.495,22.0,34000
1493.0,100.0,12.8,110000
,,,71000
998.0,67.1,18.9,140000
1497.0,116.3,16.8,100000
1197.0,81.86,18.9,10000
998.0,67.04,21.63,30000
2755.0,174.5,15.04,90000
1248.0,73.9,21.1,120000
,,,184000
1197.0,81.8,21.21,6500
1298.0,80.0,11.96,80000
2179.0,120.0,12.05,100000
1364.0,67.05,23.59,120000
814.0,55.2,21.1,120000
1598.0,77.0,13.1,110000
1896.0,66.0,18.7,150000
1405.0,70.0,16.1,120000
2143.0,203.2,15.26,100000
2956.0,83.83,15.3,63000
2143.0,136.0,17.9,40000
1498.0,89.84,22.7,109000
1248.0,73.94,25.2,114000
1798.0,177.5,14.7,33000
1120.0,70.0,24.0,160000
1396.0,88.76,21.9,101000
1995.0,183.0,16.38,45000
999.0,67.0,24.04,31000
999.0,67.0,23.01,31000
1197.0,81.8,20.52,55000
624.0,37.48,21.9,55000
1582.0,126.32,22.32,117000
1995.0,187.74,19.62,102000
1968.0,175.0,17.42,108000
1197.0,81.8,20.52,75000
2148.0,170.0,10.0,74000
1499.0,98.96,24.4,158000
2999.0,174.57,13.8,10000
1498.0,98.96,23.0,40000
1497.0,108.5,21.5,10000
2179.0,147.94,17.6,53000
1956.0,170.0,16.3,20000
999.0,108.6,18.24,5000
1197.0,85.8,19.1,30000
796.0,46.3,19.7,64000
1196.0,86.8,18.16,10500
796.0,46.3,19.7,50000
1598.0,103.5,20.5,60000
1498.0,103.52,21.14,35000
2179.0,138.03,13.93,135000
2179.0,120.0,12.05,70000
1248.0,88.5,24.3,80000
998.0,67.0,21.63,25000
1197.0,81.83,18.6,5000
1086.0,62.1,17.92,80000
2179.0,120.0,12.05,120000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
,,,167000
,,,167000
998.0,67.04,20.51,10000
1248.0,76.9,22.1,68000
796.0,47.3,22.74,35000
1396.0,69.0,25.0,70000
1248.0,90.0,19.0,70000
1193.0,65.3,15.3,50000
,,,80000
,,,60898
1248.0,88.5,25.1,29700
1368.0,98.63,18.6,20000
796.0,47.3,24.7,20000
1248.0,88.5,24.52,40000
1248.0,74.0,22.9,90000
1373.0,93.7,16.02,90000
2523.0,62.1,15.96,80000
998.0,67.1,18.9,60000
1248.0,74.0,23.4,56000
2523.0,75.0,14.0,50000
2523.0,75.0,14.0,50000
1948.0,68.0,13.7,74000
1461.0,108.45,19.01,123000
,,,60000
796.0,46.3,19.7,54000
1193.0,64.1,15.64,50000
1197.0,82.0,18.9,80000
1198.0,67.05,19.02,10000
1086.0,68.0,20.3,10000
1498.0,98.96,23.0,40000
1493.0,70.0,16.5,120000
2523.0,62.1,15.96,45000
1248.0,74.02,28.4,35000
1396.0,88.73,22.54,60000
1499.0,110.4,17.01,40000
1586.0,103.3,15.5,80000
1498.0,98.96,23.0,37000
1197.0,83.1,21.4,22000
1396.0,88.73,22.54,60000
998.0,67.04,20.51,57000
1373.0,91.1,20.73,27000
995.0,62.0,18.0,70000
998.0,67.1,20.92,40000
998.0,67.04,23.1,60000
2498.0,105.0,16.55,35000
1997.0,120.0,15.4,70000
814.0,55.2,21.1,43000
1368.0,90.0,15.0,110000
1172.0,67.0,15.7,100000
1197.0,81.8,20.4,64000
1461.0,83.8,19.87,96000
1461.0,83.8,20.46,96000
998.0,67.0,21.63,7600
998.0,67.0,21.63,7000
1405.0,70.0,17.0,120000
1248.0,74.0,22.95,50000
1120.0,71.0,24.4,50000
1248.0,88.7,23.0,80000
1493.0,82.0,13.1,200000
2494.0,100.6,12.99,190000
998.0,67.04,20.51,34000
1198.0,73.9,16.47,80000
1248.0,74.0,22.9,72000
1527.0,57.0,15.9,20000
2956.0,83.8,15.3,70000
1498.0,98.96,23.0,30000
1497.0,117.6,18.0,5000
1582.0,126.32,22.32,29340
1399.0,68.0,20.0,120000
2494.0,102.0,12.8,200000
1086.0,68.05,19.81,70000
2494.0,100.6,12.99,80800
1199.0,88.7,18.7,24265
1248.0,74.0,23.4,81000
1461.0,108.5,19.98,240000
1197.0,85.8,19.1,35000
799.0,53.3,25.17,15000
936.0,57.6,25.44,49000
2393.0,147.8,13.68,56900
1248.0,74.0,25.2,70000
1248.0,73.9,19.3,180000
998.0,66.1,19.0,50000
1495.0,94.0,13.2,50000
1248.0,73.94,23.2,88200
1197.0,85.0,16.1,93000
1498.0,98.6,25.8,120000
1399.0,68.0,17.8,110000
1248.0,74.0,26.59,50000
1248.0,74.0,23.4,80000
1396.0,88.73,22.54,40000
1248.0,88.76,20.77,110000
1582.0,126.2,19.67,48000
1968.0,138.03,16.96,97000
1498.0,108.6,22.15,60000
2987.0,165.0,0.0,110000
1496.0,105.5,17.8,12800
814.0,55.2,21.1,40000
1248.0,74.0,28.4,49000
1197.0,85.8,18.5,25000
796.0,47.3,22.74,65000
1248.0,91.7,20.4,20000
999.0,75.0,18.78,17000
1248.0,88.5,23.65,15000
1364.0,67.04,23.59,120000
1197.0,80.0,18.5,49000
1197.0,81.83,18.6,29000
1461.0,108.5,19.61,55000
998.0,67.05,23.95,40000
1497.0,118.0,17.0,120000
1248.0,88.5,24.3,10000
1248.0,92.0,20.3,70000
1248.0,88.5,28.09,90000
1248.0,88.5,24.3,90000
796.0,47.3,22.74,35000
1248.0,88.8,20.77,90000
1086.0,62.1,17.92,40000
1086.0,62.1,17.92,40000
1197.0,81.86,18.9,20000
1396.0,69.0,23.03,80000
1586.0,103.3,15.5,99000
1197.0,81.8,21.21,7500
624.0,37.48,23.9,60000
814.0,55.2,21.1,40800
1193.0,88.7,17.57,70000
1198.0,82.0,18.15,100000
1197.0,81.8,22.0,8588
1498.0,97.9,25.6,40000
1498.0,99.0,25.83,60000
1298.0,85.0,15.9,80000
1498.0,98.6,26.0,110000
1364.0,67.05,23.59,150000
2494.0,102.0,12.8,120000
998.0,67.05,23.95,30000
796.0,37.0,16.1,70000
1086.0,68.05,19.81,50000
2494.0,102.0,12.8,305000
,,,158500
2179.0,138.1,11.57,212000
1248.0,88.5,24.52,35000
1461.0,65.0,21.03,22000
1948.0,90.0,10.71,50000
1498.0,98.6,25.5,70000
1120.0,70.0,24.0,56000
1248.0,74.0,22.95,50000
1498.0,103.52,21.14,120000
2494.0,102.0,12.8,120000
1498.0,98.6,25.5,70000
2179.0,138.1,11.57,120000
1396.0,69.0,25.0,90000
1248.0,88.5,25.1,70000
1248.0,88.76,20.77,120000
1498.0,98.6,25.8,70000
998.0,67.1,18.9,80000
1493.0,100.0,18.49,100000
2393.0,147.8,13.68,157000
1248.0,74.0,26.59,50000
1248.0,73.94,23.2,90000
2231.0,184.0,14.6,65000
1498.0,98.6,27.3,50000
1248.0,74.0,26.59,110000
998.0,67.04,23.1,30000
1582.0,126.32,22.32,80000
1373.0,93.7,16.02,70000
1396.0,88.7,21.38,100000
1497.0,117.3,17.4,120000
1248.0,73.9,21.1,85000
1199.0,75.0,21.0,110000
1120.0,70.0,24.0,60000
1120.0,70.0,24.0,90000
998.0,67.1,20.92,110000
998.0,68.05,20.3,25000
1598.0,103.6,20.54,100000
1399.0,68.0,20.0,120000
1598.0,103.6,20.54,90000
1497.0,117.6,17.4,35000
1497.0,117.3,17.8,35000
2956.0,83.83,15.3,101200
1396.0,85.0,12.8,90000
1248.0,74.0,26.59,76000
1405.0,70.0,16.1,60000
2179.0,140.0,16.0,90000
2523.0,62.1,15.96,80000
2179.0,138.1,11.57,179150
796.0,37.0,16.1,62000
1197.0,85.8,17.5,160000
1248.0,74.02,28.4,35000
2179.0,140.0,16.0,120000
1498.0,98.6,25.8,50000
1248.0,73.9,19.3,70000
1248.0,74.0,22.9,97000
1248.0,73.9,19.3,90000
2179.0,140.0,15.1,84487
2494.0,102.0,12.8,100000
796.0,46.3,19.7,60000
1586.0,104.68,15.0,110000
2494.0,102.0,12.8,264000
2498.0,112.0,14.0,146000
1248.0,74.0,23.4,70000
1248.0,88.5,24.3,51146
1197.0,85.8,21.1,40000
1248.0,88.5,24.3,50000
1498.0,88.8,20.14,80000
998.0,67.1,18.9,120000
796.0,47.3,24.7,23000
998.0,67.1,20.92,70000
1248.0,74.0,28.4,23000
998.0,67.04,20.51,30000
1248.0,90.0,19.0,50000
796.0,34.2,16.8,40000
796.0,47.3,22.74,50000
796.0,37.0,16.1,60000
1405.0,70.0,19.4,80000
1462.0,103.2,19.01,15000
1248.0,88.8,21.12,150000
1197.0,85.8,19.0,40000
1497.0,118.0,16.8,25000
2650.0,80.84,17.0,120000
2179.0,140.0,15.1,120000
2499.0,141.0,13.1,298000
2956.0,68.4,14.07,270000
1248.0,88.5,24.3,50000
1248.0,73.9,19.3,120000
1248.0,88.8,20.77,60000
1248.0,73.9,19.3,149000
1086.0,68.0,20.3,5000
1405.0,70.0,19.4,70000
1197.0,78.9,20.36,55000
1047.0,69.0,27.28,100000
2523.0,62.1,15.96,120000
2179.0,138.1,14.0,291977
2354.0,158.8,11.1,85000
1197.0,81.86,17.19,70000
2499.0,141.0,13.1,120000
1498.0,98.59,22.77,40000
1997.0,120.0,15.4,70000
1995.0,187.74,19.59,39000
1995.0,190.0,18.12,10000
1498.0,88.0,20.14,36800
1248.0,74.0,26.59,52200
1186.0,73.97,24.0,78000
1956.0,167.67,17.0,16000
1968.0,174.33,15.73,30000
1186.0,73.97,24.0,29000
1956.0,170.63,16.3,25000
2179.0,140.0,15.1,60000
2982.0,168.5,12.55,60000
1997.0,120.0,15.4,112000
1968.0,187.74,18.25,15000
1493.0,100.0,18.49,40000
1248.0,88.5,28.09,36000
998.0,67.05,21.79,60000
2354.0,158.8,11.1,120000
796.0,47.3,24.7,48000
1498.0,88.0,20.14,40000
1248.0,88.5,28.09,60000
1591.0,121.3,17.01,25000
998.0,67.05,23.95,42000
2497.0,204.0,10.93,35000
1493.0,100.0,18.49,90000
1248.0,73.9,21.1,90000
1461.0,63.12,23.08,110000
1248.0,73.9,19.3,70000
1582.0,126.32,22.32,80000
1248.0,74.0,25.2,70000
1396.0,88.73,21.19,80000
1461.0,108.45,19.01,90000
1396.0,53.5,17.2,90000
1364.0,87.2,21.43,120000
,,,107500
2755.0,171.5,11.36,62000
1582.0,126.2,19.67,79000
2393.0,147.8,13.68,60000
2982.0,168.5,12.55,20000
1405.0,70.0,16.1,248200
2179.0,120.0,10.5,110000
1248.0,73.9,19.3,100000
1493.0,110.0,16.2,70000
1995.0,52.0,12.8,100000
1248.0,88.5,24.52,50000
1248.0,88.76,20.77,139000
1781.0,149.5,13.1,120000
1172.0,64.1,16.7,35000
2523.0,62.1,15.96,80000
999.0,71.0,20.0,7720
2179.0,140.0,15.1,50000
1527.0,58.0,20.8,60000
1461.0,64.1,20.8,100000
1197.0,81.83,18.6,57882
2179.0,147.94,14.1,142000
2179.0,147.94,14.1,140000
1373.0,93.7,16.02,35000
2523.0,62.1,15.96,30000
1198.0,67.0,19.83,10000
998.0,67.04,23.1,30000
1396.0,69.0,19.09,90000
1196.0,73.0,15.37,35000
,,,25000
998.0,67.05,21.79,35008
799.0,53.64,22.7,31100
1120.0,71.0,24.4,42312
1496.0,88.7,17.6,72000
1364.0,67.04,23.59,54891
1582.0,126.2,22.0,30000
1995.0,190.0,22.69,44000
2755.0,171.5,11.36,18890
1086.0,68.0,20.3,5000
2696.0,184.0,11.18,117000
1995.0,148.0,13.73,75010
1248.0,88.8,21.02,50000
1461.0,63.1,23.08,100000
1197.0,82.0,18.9,4337
999.0,75.0,18.78,14495
1199.0,88.7,18.7,8576
1248.0,74.02,28.4,30000
1396.0,69.0,23.03,80000
1405.0,69.01,19.09,70000
1199.0,84.0,20.3,19723
2494.0,102.0,12.8,242000
2993.0,261.4,17.09,22000
1248.0,74.02,28.4,30000
1197.0,81.83,18.6,9000
1199.0,88.7,17.5,30000
1995.0,188.0,21.76,60000
2393.0,147.51,13.68,27000
1498.0,98.6,25.5,39000
1499.0,110.4,16.05,64000
1498.0,98.96,23.0,42000
1198.0,86.8,18.5,45000
1956.0,167.67,17.0,15000
1493.0,100.0,18.49,55000
2953.0,153.86,11.4,64000
2993.0,261.4,17.09,27000
1462.0,103.25,20.28,15000
1197.0,103.6,17.2,69000
1197.0,81.8,22.0,80000
1498.0,98.59,22.77,60000
1582.0,126.32,22.32,70000
2967.0,241.4,13.22,105000
1248.0,74.0,22.95,100000
2523.0,62.1,15.96,100000
796.0,46.3,19.7,90000
2179.0,153.86,17.6,35000
1493.0,100.0,18.49,11500
1493.0,100.0,18.49,40000
999.0,67.0,23.01,50000
1797.0,147.5,16.3,49900
1197.0,82.0,18.9,55380
1999.0,177.0,13.6,9000
1198.0,108.5,17.0,11000
1199.0,88.7,19.0,50000
1956.0,170.0,17.1,80000
1598.0,103.5,14.3,11000
2993.0,270.9,14.74,13500
1991.0,183.0,15.04,18000
1991.0,181.04,14.74,16000
1198.0,73.75,17.0,18816
2393.0,147.8,13.68,33019
1497.0,116.3,15.6,18000
1197.0,81.8,19.56,9654
998.0,67.05,23.95,11000
1197.0,81.8,21.21,24300
2755.0,171.5,11.36,42163
1248.0,88.5,28.09,47747
1497.0,108.5,21.5,8000
1995.0,190.0,22.69,30000
2494.0,100.0,12.99,70000
1405.0,48.21,17.88,60000
993.0,60.0,17.3,80000
1197.0,81.83,18.6,45900
1498.0,98.6,25.8,70000
796.0,46.3,19.7,40000
2179.0,120.0,12.05,90000
796.0,46.3,19.7,105000
1396.0,88.76,22.54,30000
998.0,67.1,18.9,20000
1197.0,78.9,20.36,80000
998.0,67.1,18.9,90000
995.0,62.0,18.0,80000
796.0,37.0,16.1,120000
1498.0,98.6,21.9,50000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1120.0,71.0,24.4,80000
2179.0,138.1,11.57,120000
796.0,47.3,22.74,50000
1248.0,74.0,22.9,70000
1198.0,77.0,25.32,130000
1461.0,83.8,21.04,50000
1498.0,98.96,23.0,80000
1248.0,74.0,22.9,120000
796.0,47.3,22.05,5000
1198.0,82.0,18.15,59000
1248.0,73.8,18.2,100000
2359.0,165.0,11.0,50000
799.0,53.3,25.17,45000
1248.0,73.9,19.3,80000
1061.0,67.0,18.9,80000
1248.0,88.5,24.3,100000
1248.0,88.76,20.77,110000
2393.0,147.8,13.68,24000
1248.0,88.5,25.1,25000
814.0,55.2,21.1,68697
1248.0,74.0,25.2,30000
1498.0,98.6,25.8,40000
1172.0,65.0,16.5,29000
936.0,57.6,25.44,68000
1199.0,88.7,18.1,15000
1248.0,73.94,23.2,70000
1364.0,87.2,21.43,126000
2494.0,102.0,12.8,300000
1498.0,98.6,24.5,94000
1364.0,87.2,21.43,129000
1086.0,68.05,19.81,55000
1498.0,98.96,23.0,40000
1248.0,88.8,21.12,50000
1197.0,81.83,18.6,25000
1794.0,125.0,13.4,60000
796.0,47.3,22.74,25000
1396.0,70.0,23.57,70000
1248.0,74.0,23.4,120000
,,,153000
1248.0,88.5,24.3,35000
2179.0,148.0,14.1,60000
1343.0,90.0,13.0,62000
1198.0,73.9,16.25,120000
1405.0,70.0,15.42,120000
1396.0,88.73,22.54,80000
1396.0,88.73,22.54,80000
1995.0,218.0,16.73,60000
998.0,67.1,20.92,80000
2200.0,139.01,17.0,147279
1598.0,103.5,20.5,98000
1248.0,74.02,28.4,25000
1248.0,74.0,26.59,90000
624.0,37.48,21.9,22000
1396.0,69.0,25.0,120000
1248.0,76.9,22.1,100000
1396.0,69.0,19.09,120000
1248.0,74.0,23.4,70000
2179.0,140.0,16.0,24700
995.0,62.0,18.0,100000
1197.0,81.8,20.89,10000
2179.0,140.0,16.0,88754
,,,53287
2179.0,140.0,16.0,43526
1198.0,75.0,16.25,55885
1498.0,98.96,21.7,16034
1399.0,68.0,20.0,156040
2499.0,141.0,13.1,93415
1995.0,177.0,18.48,122000
1248.0,74.0,27.39,20000
1197.0,81.8,22.0,46000
1598.0,103.2,15.41,50000
998.0,67.05,21.79,5000
796.0,47.3,24.7,42000
995.0,62.1,16.2,68519
1498.0,98.96,23.0,30000
1399.0,68.0,20.0,85000
1298.0,85.8,17.5,88000
796.0,37.5,14.0,100000
1197.0,85.8,19.1,100000
1199.0,84.48,23.84,22966
2523.0,62.1,15.96,80000
1248.0,74.0,22.9,80000
796.0,46.3,19.7,70000
814.0,55.2,21.1,2350
796.0,46.3,19.7,50000
796.0,46.3,19.7,58000
1497.0,100.0,16.9,80000
1493.0,70.0,16.5,60000
1197.0,81.86,18.6,35000
2523.0,62.1,15.96,59872
2179.0,115.0,13.5,140000
796.0,46.3,19.7,110000
2523.0,62.1,15.96,91182
796.0,46.3,19.7,60000
1396.0,88.76,21.27,100000
1364.0,67.06,23.59,120000
796.0,37.0,16.1,80000
1248.0,88.8,21.12,70000
998.0,67.04,23.1,59500
1248.0,88.5,24.3,45000
1396.0,90.0,23.0,75500
1248.0,88.5,24.3,46000
796.0,47.3,22.74,60000
1396.0,100.0,15.0,60000
1248.0,75.0,17.8,152500
2143.0,201.1,13.0,60000
